,PEOPLEUSDT_PERP.A_ls_ratio,OMGUSDT_PERP.A_ls_ratio,BALUSDT_PERP.A_ls_ratio,RENUSDT_PERP.A_ls_ratio,CRVUSDT_PERP.A_ls_ratio,STORJUSDT_PERP.A_ls_ratio,RLCUSDT_PERP.A_ls_ratio,SXPUSDT_PERP.A_ls_ratio,KAVAUSDT_PERP.A_ls_ratio,RSRUSDT_PERP.A_ls_ratio,MTLUSDT_PERP.A_ls_ratio,DOGEUSDT_PERP.A_ls_ratio,BANDUSDT_PERP.A_ls_ratio,WAVESUSDT_PERP.A_ls_ratio,KSMUSDT_PERP.A_ls_ratio,ALGOUSDT_PERP.A_ls_ratio,MATICUSDT_PERP.A_ls_ratio,KNCUSDT_PERP.A_ls_ratio,ZILUSDT_PERP.A_ls_ratio,BLZUSDT_PERP.A_ls_ratio,NEARUSDT_PERP.A_ls_ratio,AVAXUSDT_PERP.A_ls_ratio,MKRUSDT_PERP.A_ls_ratio,SNXUSDT_PERP.A_ls_ratio,ENJUSDT_PERP.A_ls_ratio,ZRXUSDT_PERP.A_ls_ratio,FLMUSDT_PERP.A_ls_ratio,FTMUSDT_PERP.A_ls_ratio,UNIUSDT_PERP.A_ls_ratio,SKLUSDT_PERP.A_ls_ratio,TRBUSDT_PERP.A_ls_ratio,TRXUSDT_PERP.A_ls_ratio,BNBUSDT_PERP.A_ls_ratio,XRPUSDT_PERP.A_ls_ratio,NEOUSDT_PERP.A_ls_ratio,EOSUSDT_PERP.A_ls_ratio,ETCUSDT_PERP.A_ls_ratio,BTCUSDT_PERP.A_ls_ratio,LTCUSDT_PERP.A_ls_ratio,XLMUSDT_PERP.A_ls_ratio,LINKUSDT_PERP.A_ls_ratio,ETHUSDT_PERP.A_ls_ratio,BCHUSDT_PERP.A_ls_ratio,ADAUSDT_PERP.A_ls_ratio,XMRUSDT_PERP.A_ls_ratio,DASHUSDT_PERP.A_ls_ratio,ZECUSDT_PERP.A_ls_ratio,ONTUSDT_PERP.A_ls_ratio,ATOMUSDT_PERP.A_ls_ratio,XTZUSDT_PERP.A_ls_ratio,IOTAUSDT_PERP.A_ls_ratio,BATUSDT_PERP.A_ls_ratio,VETUSDT_PERP.A_ls_ratio,QTUMUSDT_PERP.A_ls_ratio,IOSTUSDT_PERP.A_ls_ratio,THETAUSDT_PERP.A_ls_ratio,AUDIOUSDT_PERP.A_ls_ratio,SUSHIUSDT_PERP.A_ls_ratio,COMPUSDT_PERP.A_ls_ratio,RUNEUSDT_PERP.A_ls_ratio,DOTUSDT_PERP.A_ls_ratio,FILUSDT_PERP.A_ls_ratio,AAVEUSDT_PERP.A_ls_ratio,UNFIUSDT_PERP.A_ls_ratio,GRTUSDT_PERP.A_ls_ratio,DEFIUSDT_PERP.A_ls_ratio,GTCUSDT_PERP.A_ls_ratio,YFIUSDT_PERP.A_ls_ratio,LRCUSDT_PERP.A_ls_ratio,SOLUSDT_PERP.A_ls_ratio,EGLDUSDT_PERP.A_ls_ratio,ICXUSDT_PERP.A_ls_ratio,OCEANUSDT_PERP.A_ls_ratio,ROSEUSDT_PERP.A_ls_ratio,OGNUSDT_PERP.A_ls_ratio,BELUSDT_PERP.A_ls_ratio,CTKUSDT_PERP.A_ls_ratio,AXSUSDT_PERP.A_ls_ratio,MASKUSDT_PERP.A_ls_ratio,ALPHAUSDT_PERP.A_ls_ratio,ZENUSDT_PERP.A_ls_ratio,BAKEUSDT_PERP.A_ls_ratio,1INCHUSDT_PERP.A_ls_ratio,LINAUSDT_PERP.A_ls_ratio,CELOUSDT_PERP.A_ls_ratio,GALAUSDT_PERP.A_ls_ratio,CELRUSDT_PERP.A_ls_ratio,DGBUSDT_PERP.A_ls_ratio,REEFUSDT_PERP.A_ls_ratio,ANKRUSDT_PERP.A_ls_ratio,CHZUSDT_PERP.A_ls_ratio,LPTUSDT_PERP.A_ls_ratio,ALICEUSDT_PERP.A_ls_ratio,1000SHIBUSDT_PERP.A_ls_ratio,SANDUSDT_PERP.A_ls_ratio,RVNUSDT_PERP.A_ls_ratio,SFPUSDT_PERP.A_ls_ratio,LITUSDT_PERP.A_ls_ratio,XEMUSDT_PERP.A_ls_ratio,ATAUSDT_PERP.A_ls_ratio,HOTUSDT_PERP.A_ls_ratio,STMXUSDT_PERP.A_ls_ratio,C98USDT_PERP.A_ls_ratio,ARUSDT_PERP.A_ls_ratio,MANAUSDT_PERP.A_ls_ratio,ONEUSDT_PERP.A_ls_ratio,HBARUSDT_PERP.A_ls_ratio,CHRUSDT_PERP.A_ls_ratio,DYDXUSDT_PERP.A_ls_ratio,COTIUSDT_PERP.A_ls_ratio,DENTUSDT_PERP.A_ls_ratio,NKNUSDT_PERP.A_ls_ratio,IOTXUSDT_PERP.A_ls_ratio,CTSIUSDT_PERP.A_ls_ratio,1000XECUSDT_PERP.A_ls_ratio,ENSUSDT_PERP.A_ls_ratio,KLAYUSDT_PERP.A_ls_ratio,ARPAUSDT_PERP.A_ls_ratio,ANTUSDT_PERP.A_ls_ratio
2022-01-21,4.2083,5.7295,3.2644,3.4763,4.8651,3.5725,3.6904,2.4953,4.3022,4.5463,2.864,6.7942,2.659,4.1335,3.8662,4.9347,4.5617,0.53,4.2966,3.9801,2.3898,5.1501,3.1597,3.4053,5.8399,3.3215,4.005,2.4807,3.5788,4.0942,4.3079,4.0378,3.995,5.7889,4.071,6.1378,5.035,3.1929,5.7159,4.2798,6.3421,3.0584,4.0277,6.0175,4.6948,5.854,3.2319,4.1151,1.2619,4.3248,3.5413,3.0355,4.9666,4.1813,3.89,3.4543,4.9952,4.9418,4.9488,6.3421,8.5602,6.9554,3.1615,2.937,5.3291,3.3122,3.1271,2.1586,5.0241,6.8555,5.5746,4.423,2.639,2.6023,4.8997,4.872,4.3937,4.1813,4.2329,4.102,2.6955,5.6138,8.5511,4.423,4.3706,7.058,3.9727,4.1387,7.15,4.2301,5.435,2.9984,6.446,7.3056,6.6982,3.9975,6.6864,5.1387,3.6296,5.3898,5.5445,5.0386,3.9116,3.1894,6.764,3.7015,2.7509,1.8337,2.1959,2.1279,4.0761,4.0891,5.0241,3.2409,4.3277,4.5741,1.1044,4.3248,2.6711
2022-01-22,2.7707,3.7596,3.1736,2.8388,4.7904,3.2499,3.1118,2.5014,2.7286,3.0535,2.3784,6.0572,3.2427,3.6838,3.1999,4.1813,3.9975,1.5654,3.7778,3.6816,2.5063,4.0968,2.269,2.882,4.7013,2.5026,3.0306,2.7411,4.0454,3.0866,3.6382,4.637,4.4142,4.9952,4.0,5.5789,4.988,2.5474,5.192,4.0787,5.5232,2.3367,3.5188,6.0373,4.2798,3.2499,2.7369,2.8256,1.9904,3.5393,3.7037,2.7313,4.8377,3.7619,3.268,4.6657,3.662,4.6465,3.8031,6.6104,8.4607,6.4294,3.2034,2.5689,4.4083,2.5613,3.0584,1.9727,3.9505,5.2933,4.5772,3.6189,2.882,2.1626,4.6275,3.6296,3.4603,4.7241,3.5475,3.3215,2.8066,4.6054,7.5106,3.6838,3.5045,5.035,2.9984,3.8146,5.9396,3.1322,4.7241,2.6206,5.2461,6.1225,4.6054,2.9017,5.006,3.9801,4.0025,4.3908,4.6022,3.697,3.3783,3.1118,6.5358,3.1894,2.8432,2.5714,1.4988,2.8447,3.5496,3.3459,3.9925,2.358,3.6447,4.4289,1.5934,3.2445,2.9635
2022-01-23,1.5342,4.2056,2.8625,2.6364,4.4377,3.2123,3.0502,1.9638,2.1908,3.3879,1.9464,4.4437,3.0339,2.7965,2.5486,3.3178,3.5579,0.8755,3.0984,3.223,2.2436,3.1,1.2528,2.4977,3.4307,1.9446,2.6483,2.123,3.7596,2.6643,3.2409,3.7529,3.562,3.8544,3.2319,4.0942,3.6339,1.8902,3.5496,3.0339,4.1733,1.9455,2.6914,4.4795,3.845,2.8971,2.095,2.3852,1.9691,3.8239,3.3422,2.5829,3.914,3.0388,3.1102,4.2521,3.4663,3.5767,3.386,5.5104,6.0423,5.2775,2.6153,2.4855,3.4033,2.7023,2.3659,1.5323,3.0,3.8924,3.3879,2.8536,2.0581,1.9967,3.4603,3.0323,1.867,3.6083,3.0967,2.6062,2.1666,3.6189,6.6511,3.1152,2.9714,3.1118,2.5361,2.92,4.8445,3.3122,3.8473,2.5112,4.0505,3.9068,3.1771,2.4783,3.9801,3.4228,3.0667,3.6838,3.8804,3.7461,2.861,2.0239,4.1573,2.5373,2.2531,2.5336,2.5075,2.4341,3.1894,2.9526,3.1528,1.8818,3.985,3.9213,1.4631,3.065,2.2415
2022-01-24,2.1596,3.223,2.7879,2.5651,4.1626,2.7341,2.8373,2.1476,2.0826,3.2194,1.9002,4.2798,3.1477,2.601,3.1597,2.6846,3.8876,1.2193,2.9777,3.1288,2.7175,3.0048,1.6867,2.3135,3.5662,1.8393,2.635,1.7203,3.5351,2.6483,2.663,3.5788,3.3995,3.7596,3.5005,4.1546,3.363,1.8217,3.2974,2.7736,3.3879,1.9472,2.1616,4.5249,3.8123,3.029,1.4759,2.127,1.0708,3.7148,3.3478,2.349,3.99,2.7764,2.0148,3.9092,3.3554,2.6603,3.4583,6.0872,5.0132,5.0024,2.3523,2.3602,3.4209,2.4698,2.3124,1.325,1.6918,4.3135,2.33,2.876,2.1786,2.2992,3.5851,3.0984,2.5423,3.7348,2.6603,2.5088,2.4554,3.7893,6.8125,3.0917,3.1736,3.6083,2.8926,2.9078,5.1087,3.0096,3.7393,2.2321,4.7176,3.4623,3.1051,2.992,3.902,3.4603,3.2608,3.8356,3.5851,3.3995,3.0967,2.003,4.2798,2.7936,2.4048,2.4855,3.5269,2.2237,3.2499,3.3649,3.0371,2.1857,2.8506,3.6019,1.3901,2.6805,3.1545
2022-01-25,1.8361,3.7596,2.659,2.2616,3.5025,3.0783,2.3807,1.9789,2.4977,3.0437,1.2614,4.3763,3.0355,2.6684,2.7936,3.1391,3.4033,0.8491,2.9417,3.0048,2.5411,3.1391,1.2487,1.5381,3.6125,2.0469,2.6887,1.8011,3.4783,2.4843,2.3434,3.7962,3.2772,3.6232,3.2626,3.9529,3.1911,1.2931,3.1806,2.635,3.4763,1.584,2.2446,4.3996,3.4563,2.9308,1.8297,2.251,0.7164,3.0866,3.3516,1.9797,3.5126,3.0241,2.9308,4.0659,3.29,3.2409,3.5746,5.0901,5.3052,4.9844,2.3311,0.9361,3.3365,2.5842,2.5137,1.4125,2.7622,3.4346,3.0274,2.4447,2.6127,2.3322,3.7192,3.3122,2.2321,3.3764,2.7722,2.5461,1.9104,3.3898,5.1237,3.3611,3.0535,3.8426,2.7439,3.0717,4.5494,2.9463,3.7237,2.3135,3.8685,3.9068,3.5746,2.4831,3.6642,3.3668,2.9479,3.8591,3.2517,3.344,2.7893,1.6896,3.8077,2.8805,2.3156,2.1949,3.3649,2.6955,2.9479,3.3917,3.6041,2.1888,3.0568,3.7059,1.2852,2.6805,1.0934
2022-01-26,1.6961,2.5373,2.2884,1.1891,2.4072,3.0209,2.6765,2.0451,2.5112,3.2319,1.635,4.2466,2.5549,2.4282,2.6075,2.4095,2.8551,0.4793,2.2992,2.8329,1.9533,2.5932,1.8369,1.97,3.4984,1.7255,2.7051,1.3889,2.6271,2.7908,2.7064,3.4783,2.8417,3.5372,2.0469,3.7326,2.3625,1.1896,2.8462,2.1368,3.1615,1.5038,1.7525,4.6657,3.5249,1.9586,2.0921,1.4765,0.8355,2.5907,2.8565,1.7137,2.6523,2.9541,2.6887,3.9529,2.9108,2.3478,3.1085,3.4326,4.8617,4.9666,2.4352,0.972,2.7636,2.7064,2.4376,1.317,1.1331,3.4385,2.7397,2.4965,2.4614,2.8655,3.6253,2.4002,1.7693,2.8256,2.3389,2.283,2.1427,3.09,5.4683,3.1408,3.1649,4.1414,2.4447,2.6563,4.9701,2.9573,3.8077,2.1857,4.2659,3.5106,3.0209,2.4165,3.0933,3.2159,3.2589,3.4903,4.2687,3.3197,2.6576,1.9851,3.1982,3.08,2.0779,1.8744,3.1288,2.7467,2.9108,2.9246,3.2088,1.9851,2.6114,3.3687,1.649,2.686,1.5471
2022-01-27,1.5025,3.697,3.0388,1.4863,3.3384,2.8183,2.8625,2.1807,2.4025,3.2626,2.125,3.852,2.3681,0.6617,2.8023,3.3365,3.2589,0.6966,2.7106,2.9308,2.4507,2.8358,2.2489,1.3563,3.6926,1.9403,3.1135,1.9028,3.2265,2.864,3.1068,3.3956,3.3725,3.7529,2.9793,4.1467,3.2212,1.2548,3.6838,2.5651,3.9702,1.7382,2.3647,4.9988,3.4385,2.9386,2.1211,2.095,1.5767,2.4855,3.649,2.0202,3.6253,3.0371,2.4258,3.5683,3.902,3.5496,3.3384,4.385,5.7705,4.4407,2.4423,2.601,3.4072,2.4746,2.7722,1.2894,1.3283,3.8544,2.6643,2.6941,2.723,3.2827,3.8804,2.686,1.6392,3.5683,2.614,2.5958,1.8736,3.3178,5.4725,3.4984,3.2717,2.7922,2.6982,2.7864,6.0522,2.3069,4.2576,2.3535,4.0994,4.3937,3.9727,2.5174,3.2499,3.3384,2.5474,4.144,3.7733,3.3649,2.44,2.1857,4.3305,3.1999,2.4364,1.8653,3.3122,3.0469,3.1667,2.9667,3.4924,2.2873,2.9479,3.075,1.4278,1.5195,1.9121
2022-01-28,0.8591,2.758,2.7481,2.4294,3.2194,2.6846,2.5174,2.1556,2.5224,2.8685,1.9586,4.3706,1.4894,2.0321,2.3557,2.459,3.2535,0.7167,2.864,2.858,3.3725,3.0519,1.4913,1.6603,3.5517,1.8893,2.6049,2.7147,2.6337,3.2194,2.643,3.4603,2.4614,3.9677,1.9976,3.2662,3.5065,1.266,3.8286,2.7879,3.363,1.907,2.3422,5.4809,3.6339,3.4643,2.0845,2.1095,2.3344,2.8373,2.296,2.1397,2.8095,3.1736,2.4083,2.8168,3.4783,3.4863,3.3178,4.8651,5.0496,4.7904,2.5174,2.5702,2.9872,2.2873,2.647,1.3491,2.7793,4.4496,2.7327,2.6603,3.0933,3.7733,4.2383,2.785,1.1182,4.152,2.8358,2.7922,2.0628,2.9793,6.278,3.3668,3.3066,5.1275,2.6873,3.0967,4.8617,2.4376,3.7664,2.2206,4.4945,3.5331,2.643,2.6298,3.81,3.0371,2.6496,3.697,3.9456,3.3384,2.712,2.0276,3.8239,3.6041,2.4048,1.9061,2.6271,2.6271,3.2717,3.3178,3.2626,2.592,3.3178,3.0502,1.5753,1.3793,1.5291
2022-01-29,0.8372,2.8197,2.3445,2.3422,3.4287,2.6023,2.9262,2.2895,2.5261,2.3956,2.0534,4.3305,3.3611,1.6096,2.5945,2.7608,2.283,0.6912,2.7286,2.199,2.399,2.2268,1.2168,1.7902,3.4131,1.9061,2.6062,2.2884,3.207,2.6846,2.126,3.2699,2.6643,3.6447,2.5311,2.9479,2.9078,0.9554,3.1545,2.6873,2.7023,1.359,2.127,4.9382,3.1859,3.2481,2.0497,2.6846,2.2373,2.4795,3.4883,1.8385,2.758,2.574,2.4686,2.9047,3.0766,3.3975,3.4563,5.5574,5.5062,4.6915,2.0211,2.601,2.9432,2.4247,2.4388,1.7248,2.5336,3.6577,3.1459,2.4783,1.6624,2.268,3.2481,2.6483,1.3946,3.6795,2.3434,2.199,1.6185,3.5249,5.4061,2.3795,3.1929,4.5096,2.2446,3.1597,4.6022,2.3875,3.4863,1.9283,4.005,3.1254,2.4746,1.8719,4.5648,2.9386,3.0016,3.4385,3.562,2.7216,2.4554,1.9087,3.902,3.0371,2.3501,1.8596,3.2427,1.004,3.1051,2.6219,2.9246,2.4916,2.9651,3.0717,1.6932,1.006,1.4869
2022-01-30,0.7489,2.7994,2.2092,2.0989,3.3937,2.9293,2.5298,2.2658,3.0683,2.6819,1.6344,4.0125,3.2463,2.0741,3.268,3.065,2.4495,1.0329,2.9936,2.453,2.4831,1.8066,1.2462,1.0829,3.0128,1.7211,2.4638,2.4118,3.1322,2.9078,2.1959,2.73,2.7807,3.5208,2.8625,2.992,2.8685,0.9489,3.1408,2.4783,2.6456,1.3742,1.8629,4.4113,2.7341,3.4307,1.7609,2.6179,2.375,2.3887,3.8077,1.9343,4.0787,2.5499,1.3969,3.0933,2.9857,3.0917,3.268,5.0533,5.1087,4.2687,2.1447,3.1736,3.2937,2.7078,2.2755,1.742,2.7594,3.4444,3.0783,2.2787,2.095,2.5907,3.6296,2.6036,1.9568,3.3403,2.3434,2.0836,1.5214,3.1859,5.3412,2.6153,3.6019,4.767,2.7622,3.4189,4.7637,2.5511,3.4883,1.8662,4.2687,3.7461,1.7855,1.5846,4.3163,2.9541,2.5499,2.9185,4.0125,1.8645,2.2658,2.1027,3.7259,2.8911,2.127,1.9922,3.1356,1.1561,3.07,2.7216,2.9888,2.2331,2.4002,2.7651,1.635,1.4845,1.1993
2022-01-31,0.5954,3.0783,2.4638,2.3715,2.4435,2.3058,2.6075,1.9403,2.8402,3.122,1.5648,4.3163,3.8497,2.308,3.2827,3.5558,2.973,0.932,2.9825,2.7467,2.7566,2.4317,1.1603,1.4301,2.9888,1.7005,2.6941,2.7397,3.9407,2.9936,2.614,3.0048,3.0552,3.8852,3.1667,3.4209,3.3956,0.9474,3.7755,2.867,2.1085,1.2978,2.2669,5.192,3.3937,3.6019,2.1358,2.6603,2.5702,2.2175,3.7192,1.8329,4.0865,2.5855,1.7894,3.5851,3.3234,3.3879,2.9479,4.9347,5.9396,4.618,2.2425,2.775,3.1271,2.1888,2.44,1.576,3.0161,3.7483,3.2194,2.1898,2.4235,3.1322,4.168,2.6536,1.5183,1.9762,2.4423,2.3864,1.6795,2.7495,5.6007,3.1374,4.0176,4.8893,2.9093,3.1667,4.4795,1.4552,4.1467,1.8927,4.1813,4.071,2.1939,2.2949,4.1948,3.0404,2.4614,3.2017,4.5036,2.1636,2.5817,1.4091,2.5958,3.5662,2.5984,2.1309,3.8757,1.2046,3.3085,2.2595,3.0967,2.3212,2.7216,2.5958,1.5361,1.8927,0.6849
2022-02-01,0.6069,2.6697,2.4843,2.7202,2.7064,2.4083,2.5199,1.666,2.1143,2.7922,1.5439,3.7687,3.0502,2.7244,3.3516,2.5361,2.4686,0.4428,3.1632,2.5063,1.7285,1.7685,0.9631,1.028,2.3875,1.9412,2.6101,2.2196,2.8285,2.9872,2.5625,2.9448,2.7411,3.5188,3.1102,2.9968,2.5549,0.7292,3.4014,2.4447,2.6023,1.1753,2.125,4.7339,3.5147,2.9324,1.978,2.1133,1.8843,1.5753,3.386,2.0377,3.6926,2.7893,1.7189,2.7594,3.2373,2.7078,3.1339,4.2056,3.8638,3.5086,2.0779,2.3003,2.6377,2.2227,2.1666,1.405,3.1135,2.3069,2.8595,2.2051,2.5894,2.7133,3.0667,2.1606,2.1476,3.2248,2.2616,2.42,1.8066,3.0984,5.1087,3.4623,3.08,3.9358,2.8008,3.2699,3.9925,1.3787,3.1754,1.8498,3.8309,3.7664,1.6617,2.4746,3.2445,2.5162,2.6284,3.415,3.7015,2.2669,2.3333,1.0644,1.1706,3.1789,2.3201,2.2468,2.5984,1.2361,2.7078,1.9656,2.9968,2.0779,2.8462,2.2669,1.4981,2.5894,0.5239
2022-02-02,1.1436,3.1408,2.4819,2.268,1.936,2.7552,2.3179,2.1153,2.2394,3.6664,1.7495,3.8638,3.1271,2.8805,2.9339,2.9494,2.1427,0.5843,3.3159,2.4722,1.9011,1.9958,0.9135,1.5202,2.6873,1.8604,2.6114,2.3422,3.7962,2.9231,2.651,2.8314,3.0016,3.2427,2.8023,3.0032,2.4376,0.8315,2.9793,2.2175,2.6887,1.0877,2.1427,4.1125,3.4464,2.8373,1.9129,2.4928,1.8612,1.2676,3.5683,2.1466,3.7733,2.6179,2.2237,3.2427,2.2552,2.5112,3.0209,4.6402,3.4964,3.9261,1.8944,2.075,2.125,2.0694,1.3277,1.2779,3.6041,1.6582,3.0984,2.3378,2.8941,3.0601,3.0404,2.4904,2.8685,3.363,2.5971,2.9479,2.6364,3.3384,4.9172,2.811,3.29,3.4623,2.1696,3.3384,4.9312,1.5329,3.344,2.0157,2.9417,3.6992,2.1338,2.3146,3.8286,2.488,2.4831,2.9154,4.1493,2.5702,2.3979,1.4343,1.8153,3.2319,2.2895,2.4868,3.9776,2.0826,3.1051,2.3625,2.9277,2.2765,3.1169,2.6711,1.8161,3.0469,1.1327
2022-02-03,1.2847,2.3864,2.8241,2.667,3.0209,2.6955,2.5575,2.4674,2.6062,3.6816,1.2316,4.3191,1.7941,2.7936,3.0984,3.9116,3.0917,0.7409,2.867,2.5448,2.0694,2.2733,0.9604,1.448,3.4267,1.8547,3.0502,2.9479,3.9237,3.0306,2.7327,2.6284,3.2355,3.9826,2.1447,4.1308,2.2082,1.2472,4.4259,2.9463,3.8146,1.4396,2.1797,5.1162,3.0733,3.4366,2.2776,2.639,2.6996,1.111,3.3365,1.9283,2.9984,2.3523,1.9516,3.6382,3.1841,3.6447,3.0535,4.1282,4.5804,4.3191,2.349,2.5945,3.3122,2.4783,2.3772,1.8843,4.0505,2.7425,3.4484,2.6403,2.8911,2.5373,3.2626,2.6832,2.3727,3.2481,2.7879,2.6036,1.9163,2.7369,5.8446,3.4131,4.176,4.9382,2.9216,2.9032,5.5703,1.8074,3.5767,1.8121,4.0607,4.2165,2.6088,2.2648,2.2605,2.7383,2.1162,3.8286,3.9776,2.6101,2.7106,2.2175,2.7821,4.5218,2.3795,3.2105,4.5371,2.2321,3.3384,3.1649,3.1859,2.9216,3.029,3.6577,1.5873,2.885,0.787
2022-02-04,1.8417,2.5273,2.3135,2.231,3.2644,2.202,2.5486,2.0855,2.2563,3.5331,1.8425,4.5897,2.0057,2.951,2.861,3.3234,3.3141,0.3212,2.9386,2.2457,2.33,1.6674,0.8235,1.6185,3.4563,1.0665,2.8402,2.723,4.5279,2.6969,3.2644,2.5932,3.4267,4.0916,2.4783,3.3975,1.9308,1.2487,3.6512,3.3725,3.2409,1.3073,2.2489,4.0352,3.3995,3.1085,2.2841,1.9283,1.1935,1.0235,1.5549,1.9223,3.1152,2.5461,1.9095,3.5788,3.9116,3.9975,3.1,5.192,4.8858,4.305,2.6324,2.1586,3.4053,1.9265,3.1736,1.6192,4.1099,2.9793,3.5249,2.3245,2.7679,2.5842,2.6982,2.5575,2.3267,3.6041,3.3253,2.4662,1.9472,2.7467,5.4977,3.5475,3.6019,4.4113,3.1203,3.1929,5.5317,1.9129,3.3384,2.0488,4.6689,4.596,2.1279,2.3875,1.9507,2.2563,2.1017,3.223,4.0025,2.4483,2.3807,2.3356,2.2595,3.3253,1.1949,3.279,3.6253,2.1746,3.1615,3.1169,3.2662,2.4235,3.6425,3.5746,1.5727,2.5436,1.1017
2022-02-05,2.0367,3.1068,1.0251,2.5448,2.1211,2.2616,1.7367,1.942,1.9197,3.0323,1.5246,3.6318,1.9789,2.7355,2.0257,2.413,2.413,0.6054,2.1417,0.585,1.1231,1.2356,1.1683,1.7739,3.2753,1.524,2.1676,2.3311,3.7393,2.3434,1.7871,1.8612,2.3467,3.29,1.4528,2.4977,1.6853,0.7603,2.319,2.2216,2.459,0.9677,2.2383,3.5641,1.5183,2.8023,2.3389,0.8328,1.1281,1.2671,2.4388,2.013,3.1632,1.4402,1.9377,3.0833,2.3434,3.2194,2.9185,4.2466,3.6104,4.3562,1.6838,1.777,2.7439,1.7663,2.3921,1.5853,3.8473,1.7762,2.7244,2.1211,2.2658,2.0969,2.9463,1.7685,1.6185,3.771,1.9472,1.6831,1.5426,2.5511,5.3331,3.1528,3.2589,4.0736,2.3864,3.0339,1.9257,1.8458,2.9017,1.3403,4.322,3.8497,2.0883,2.1959,2.5261,2.7679,2.4223,2.7355,3.3725,2.4977,2.0713,1.5432,2.7355,2.6443,1.0644,2.0836,2.7313,2.0184,2.8153,2.6153,3.1068,2.0039,3.3029,2.5562,1.592,2.6941,1.9036
2022-02-06,0.5267,3.2863,1.4284,2.6377,2.3167,1.9189,1.7739,1.6323,2.0184,3.0241,1.5954,3.6598,2.0741,2.6617,2.358,2.6805,2.2404,0.8159,2.358,1.2139,1.5006,1.6709,1.412,1.798,3.3937,1.6681,2.3434,2.5298,3.3802,2.6711,1.8498,1.8662,2.2468,3.0519,1.994,2.2383,1.7345,0.7316,2.1746,2.0312,2.2949,0.99,1.7762,4.1387,1.574,2.7594,1.8927,1.586,1.4343,1.4231,2.8715,1.7115,3.384,1.7847,2.2446,2.1918,3.1,3.0177,3.1684,3.5704,3.2481,3.7438,1.7315,1.7541,3.2845,2.1377,2.5224,1.5082,3.4924,2.0331,3.2918,2.0516,2.962,2.8124,3.2283,2.8447,1.5913,3.8309,1.9464,2.075,1.3878,2.8685,4.7405,3.8709,3.4543,1.1882,2.7836,2.9841,3.5683,2.0257,3.1425,1.6795,3.3995,4.3996,1.9806,2.3557,3.0453,2.5249,2.1606,3.2337,3.6598,2.1476,2.7313,1.656,2.6193,3.3706,1.4582,2.4083,3.7962,2.2798,1.8417,0.9497,3.1736,2.2268,3.0469,2.9355,1.8868,2.9417,1.7034
2022-02-07,1.748,3.3592,1.4242,2.647,3.0209,2.003,2.2165,2.124,2.2541,4.2549,1.4492,3.7847,2.8715,2.5971,1.7655,2.8835,2.3322,0.872,2.3613,1.7624,1.7824,2.0404,1.474,1.9257,3.3706,1.6596,2.5112,3.0733,3.3554,3.0519,1.4178,2.0395,2.6153,3.095,2.1143,2.1289,1.8011,0.8192,2.1075,1.7278,2.5348,1.1322,2.0377,4.5556,1.482,3.065,1.578,1.8719,1.3992,1.5813,2.9063,1.8653,3.8972,1.7785,2.0883,1.9214,2.6765,3.9092,3.0388,4.2329,3.5579,3.9213,1.9019,1.9061,2.9557,1.7709,2.5273,2.5714,2.6914,2.3738,3.3783,2.1201,3.1102,3.4405,3.1085,2.2165,2.2342,1.5107,2.7707,2.1656,1.6096,3.0371,4.8343,3.5045,3.5167,1.5536,2.937,3.3197,4.3362,1.7427,2.5778,1.6911,2.1949,2.8023,1.9386,2.2468,3.6926,2.775,2.6179,3.7962,3.5558,2.252,2.6443,2.7189,2.56,3.1322,1.809,2.5714,2.811,2.6941,2.7327,2.2733,3.5025,2.4843,3.6729,3.5269,2.0266,2.73,2.2154
2022-02-08,2.6127,3.1391,1.8098,2.5829,2.5014,2.2248,1.5773,2.1027,2.391,3.1135,1.6357,3.3706,2.4352,2.785,2.2394,2.5945,1.7809,1.2563,2.2041,2.1949,2.4294,2.399,1.8169,2.0497,3.2034,1.9283,2.0039,2.2446,2.6311,2.87,1.5621,2.0469,2.2584,1.3969,1.7732,1.6192,1.3793,0.8936,1.7548,1.3245,2.0836,1.2326,1.6096,4.2301,1.0704,2.3647,1.5151,1.6434,1.5517,1.3747,2.6603,1.6455,3.6425,1.849,2.2626,1.8918,2.6563,3.8356,2.8506,3.4944,3.3898,3.5126,1.7226,2.7622,2.8212,1.736,2.1056,2.046,2.87,2.9683,2.8565,2.44,2.7397,3.7192,3.4703,2.3113,2.5211,2.9386,1.9455,2.4141,1.8612,3.1615,5.0606,3.9044,3.2499,2.0404,4.1335,3.0519,4.8789,2.4048,2.888,2.0166,2.6049,2.0941,2.4578,2.5537,3.1477,2.6969,1.9265,3.8544,3.3029,2.4483,2.8506,2.2362,3.4385,3.6041,2.095,2.9936,3.4783,2.9047,2.9032,2.4459,3.3592,2.199,3.8379,3.1237,1.5569,0.7756,3.3821
