t,PEOPLEUSDT_PERP.A_fr,OMGUSDT_PERP.A_fr,BALUSDT_PERP.A_fr,RENUSDT_PERP.A_fr,CRVUSDT_PERP.A_fr,STORJUSDT_PERP.A_fr,RLCUSDT_PERP.A_fr,SXPUSDT_PERP.A_fr,KAVAUSDT_PERP.A_fr,RSRUSDT_PERP.A_fr,MTLUSDT_PERP.A_fr,DOGEUSDT_PERP.A_fr,BANDUSDT_PERP.A_fr,WAVESUSDT_PERP.A_fr,KSMUSDT_PERP.A_fr,ALGOUSDT_PERP.A_fr,MATICUSDT_PERP.A_fr,KNCUSDT_PERP.A_fr,ZILUSDT_PERP.A_fr,BLZUSDT_PERP.A_fr,NEARUSDT_PERP.A_fr,AVAXUSDT_PERP.A_fr,MKRUSDT_PERP.A_fr,SNXUSDT_PERP.A_fr,ENJUSDT_PERP.A_fr,ZRXUSDT_PERP.A_fr,FLMUSDT_PERP.A_fr,FTMUSDT_PERP.A_fr,UNIUSDT_PERP.A_fr,SKLUSDT_PERP.A_fr,TRBUSDT_PERP.A_fr,TRXUSDT_PERP.A_fr,BNBUSDT_PERP.A_fr,XRPUSDT_PERP.A_fr,NEOUSDT_PERP.A_fr,EOSUSDT_PERP.A_fr,ETCUSDT_PERP.A_fr,BTCUSDT_PERP.A_fr,LTCUSDT_PERP.A_fr,XLMUSDT_PERP.A_fr,LINKUSDT_PERP.A_fr,ETHUSDT_PERP.A_fr,BCHUSDT_PERP.A_fr,ADAUSDT_PERP.A_fr,XMRUSDT_PERP.A_fr,DASHUSDT_PERP.A_fr,ZECUSDT_PERP.A_fr,ONTUSDT_PERP.A_fr,ATOMUSDT_PERP.A_fr,XTZUSDT_PERP.A_fr,IOTAUSDT_PERP.A_fr,BATUSDT_PERP.A_fr,VETUSDT_PERP.A_fr,QTUMUSDT_PERP.A_fr,IOSTUSDT_PERP.A_fr,THETAUSDT_PERP.A_fr,AUDIOUSDT_PERP.A_fr,SUSHIUSDT_PERP.A_fr,COMPUSDT_PERP.A_fr,RUNEUSDT_PERP.A_fr,DOTUSDT_PERP.A_fr,FILUSDT_PERP.A_fr,AAVEUSDT_PERP.A_fr,UNFIUSDT_PERP.A_fr,GRTUSDT_PERP.A_fr,DEFIUSDT_PERP.A_fr,GTCUSDT_PERP.A_fr,YFIUSDT_PERP.A_fr,LRCUSDT_PERP.A_fr,SOLUSDT_PERP.A_fr,EGLDUSDT_PERP.A_fr,ICXUSDT_PERP.A_fr,OCEANUSDT_PERP.A_fr,ROSEUSDT_PERP.A_fr,OGNUSDT_PERP.A_fr,BELUSDT_PERP.A_fr,CTKUSDT_PERP.A_fr,AXSUSDT_PERP.A_fr,MASKUSDT_PERP.A_fr,ALPHAUSDT_PERP.A_fr,ZENUSDT_PERP.A_fr,BAKEUSDT_PERP.A_fr,1INCHUSDT_PERP.A_fr,LINAUSDT_PERP.A_fr,CELOUSDT_PERP.A_fr,GALAUSDT_PERP.A_fr,CELRUSDT_PERP.A_fr,DGBUSDT_PERP.A_fr,REEFUSDT_PERP.A_fr,ANKRUSDT_PERP.A_fr,CHZUSDT_PERP.A_fr,LPTUSDT_PERP.A_fr,ALICEUSDT_PERP.A_fr,1000SHIBUSDT_PERP.A_fr,SANDUSDT_PERP.A_fr,RVNUSDT_PERP.A_fr,SFPUSDT_PERP.A_fr,LITUSDT_PERP.A_fr,XEMUSDT_PERP.A_fr,ATAUSDT_PERP.A_fr,HOTUSDT_PERP.A_fr,STMXUSDT_PERP.A_fr,C98USDT_PERP.A_fr,ARUSDT_PERP.A_fr,MANAUSDT_PERP.A_fr,ONEUSDT_PERP.A_fr,HBARUSDT_PERP.A_fr,CHRUSDT_PERP.A_fr,DYDXUSDT_PERP.A_fr,COTIUSDT_PERP.A_fr,DENTUSDT_PERP.A_fr,NKNUSDT_PERP.A_fr,IOTXUSDT_PERP.A_fr,CTSIUSDT_PERP.A_fr,1000XECUSDT_PERP.A_fr,ENSUSDT_PERP.A_fr,KLAYUSDT_PERP.A_fr,ARPAUSDT_PERP.A_fr,ANTUSDT_PERP.A_fr
2023-05-10,0.01,0.01,0.01,0.01,0.007692,0.01,-0.104633,0.01,-0.233089,-0.015107,-0.110655,0.002818,0.01,0.01,0.01,0.01,-0.01062,0.01,0.01,0.01,0.01,-0.005628,0.007587,0.01,0.000354,-6.4e-05,0.01,0.007901,0.005606,0.01,0.01,-0.00295,-0.058032,0.00514,0.001395,0.01,0.006241,0.003792,0.002271,-0.014478,0.007041,0.004334,-0.004253,-0.008458,0.004517,-0.001429,0.01,0.01,-0.005711,0.004466,0.01,-0.004475,0.006482,0.01,0.01,0.006566,0.01,0.01,-0.010487,0.01,-0.00769,0.005464,0.008593,0.01,0.00676,-0.012837,0.000982,0.01,0.01,-2.9e-05,0.01,-0.057281,0.001711,-0.014366,0.01,-0.016332,-0.006101,0.01,0.009256,0.01,0.01,0.01,0.01,0.009773,0.007584,-0.007498,0.01,0.01,0.01,0.008454,-0.005011,0.01,0.01,0.002014,0.01,0.01,0.008175,0.01,0.01,0.01,0.01,-0.093876,0.01,0.006707,0.004013,0.01,0.01,0.01,0.00202,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.015524,0.01
2023-05-11,0.01,0.01,0.01,0.01,0.01,0.01,-0.022795,0.01,-0.057643,0.01,-0.059721,-0.004134,0.009153,0.01,0.005,0.01,-0.016495,0.01,0.01,0.01,-0.000705,0.001095,0.005156,0.004058,0.001769,0.009383,0.01,-0.001875,0.01,0.01,0.01,-0.001149,-0.028224,-0.004635,0.003098,0.01,0.004267,0.005207,0.008499,-0.013288,0.005291,0.005429,-0.003294,-0.003754,0.008259,0.01,0.004863,0.01,-0.010319,-0.003141,0.006309,0.00769,0.008827,0.01,0.01,0.01,0.01,0.01,0.003856,-0.010821,-0.005451,0.007078,0.008182,0.01,0.01,0.003113,0.01,0.000343,0.006669,0.002286,0.01,-0.029789,-0.040579,-0.005324,-0.00476,-0.010502,0.01,-0.036432,-0.003197,0.01,0.01,0.01,0.01,0.004183,0.01,0.008177,0.01,0.01,0.01,0.01,0.01,0.01,0.009271,0.009526,0.005431,0.01,0.01,0.01,0.01,0.01,0.01,-0.352487,0.01,0.01,-0.002354,0.01,-0.000361,0.01,0.004164,0.01,0.01,0.01,0.01,0.01,0.01,0.009498,-0.000783,-0.083709,-0.008814
2023-05-12,0.01,0.008174,-0.004508,0.01,0.01,0.01,-0.043981,-0.037913,-0.147459,-0.01258,-0.058335,0.008895,0.002027,0.005677,0.01,0.01,-0.001518,0.005023,0.01,0.01,-0.033027,0.006382,0.006051,-0.001022,0.000366,0.01,0.007516,0.01,0.01,0.01,0.01,0.000398,-0.008151,0.01,0.000328,0.01,0.007962,0.002762,0.00372,0.007225,0.009637,-0.000917,0.001248,0.01,0.01,0.006934,0.002512,0.006183,0.008432,0.01,0.01,0.00647,0.01,0.009439,0.01,0.01,0.01,0.01,0.01,0.01,0.002498,0.004673,0.009108,0.002763,-0.003306,-0.019994,0.01,0.003119,0.01,0.000803,0.01,-0.024611,0.005153,0.009079,-0.021858,-0.002414,0.01,-0.01319,-0.004114,0.01,0.01,0.00792,0.01,0.009909,0.01,0.01,0.01,0.000645,-0.000272,-0.009578,0.01,0.006217,-0.006208,0.01,0.005179,0.01,0.003555,0.01,0.005157,0.01,0.01,0.01,0.00952,-0.009884,0.001936,0.01,0.01,0.004668,0.007179,-0.024051,0.00152,0.01,0.01,0.005858,0.01,0.008664,0.002145,-1.14193,0.002453
2023-05-13,0.001213,0.009408,0.01,0.01,0.01,0.01,-0.009135,-0.111557,-0.110163,0.01,-0.030284,0.007738,-0.000482,0.00019,0.01,0.01,-0.003821,0.01,0.01,0.002517,0.006448,0.007236,-0.003012,0.004731,0.01,0.01,0.006796,0.008962,0.01,0.007129,-0.002706,-0.015744,-0.002203,-0.001064,0.01,0.01,0.007257,0.004494,0.004837,-0.002499,0.008601,0.000857,-0.002455,0.01,0.007827,0.01,0.007895,0.004575,-0.023983,0.01,0.01,0.01,0.01,0.01,0.01,0.008285,0.01,0.01,-0.005543,0.001453,0.01,0.009988,0.0081,0.01,0.002231,-0.033213,0.006396,0.01,0.01,0.01,0.01,-0.002665,0.006509,0.01,-0.004838,-0.003002,0.01,-0.013975,1.8e-05,0.01,-0.000562,0.007559,0.01,0.01,0.01,0.01,0.01,-0.008146,0.01,0.01,0.008508,-0.00857,-0.007422,0.01,0.009663,0.01,0.004634,0.01,-0.005573,0.01,0.01,-0.013209,0.01,-0.002501,0.002514,0.01,0.01,0.004792,0.01,0.01,0.01,0.009391,0.01,0.01,0.01,0.01,0.003232,-0.125953,0.006692
2023-05-14,-0.005075,0.01,0.000831,0.01,0.01,0.01,-0.008144,-0.035607,-0.182743,0.002279,-0.055259,0.01,-0.005733,0.004273,0.01,0.01,-0.00131,0.01,0.01,0.003942,0.001601,0.007311,0.01,0.003119,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.005411,0.0,0.006244,0.01,0.01,0.01,0.003537,0.004315,-0.004397,0.008505,0.003797,-0.005533,0.01,0.004342,0.01,0.01,0.01,-0.00034,0.01,0.009274,0.01,0.01,0.01,0.009436,0.01,0.01,0.009581,0.008926,0.01,0.009004,0.01,0.01,0.01,0.000591,-0.043057,0.01,0.001661,0.01,0.006799,0.01,-0.012362,0.004334,0.008736,0.002374,0.004502,0.01,0.004849,-0.017131,-0.009822,0.01,0.01,0.01,0.01,0.009158,0.008171,0.004393,0.01,0.01,0.01,0.01,-0.005826,0.01,0.01,0.01,0.000857,0.004109,0.01,0.01,0.01,0.01,0.01,0.01,0.006976,0.01,0.01,0.01,0.01,0.00949,0.01,0.009288,0.01,0.01,0.01,0.01,0.01,0.01,-0.08211,-0.005652
2023-05-15,0.007673,0.01,-0.003963,0.009418,0.005484,0.01,-0.012186,-0.006047,-0.107311,0.007252,-0.018626,0.01,-0.003065,0.00447,0.01,0.01,-0.000709,0.002831,0.01,0.006981,0.01,0.002377,-8.8e-05,-0.004609,0.001472,0.01,0.01,0.01,0.01,0.002398,0.01,-0.012973,0.0,-0.00972,0.001901,0.01,0.0069,-0.00019,0.003208,-0.011608,0.009172,-0.001988,-0.008664,0.005817,0.004344,0.01,0.01,-0.002068,-0.008098,0.000358,-0.032529,0.01,-0.003448,0.001603,0.004873,0.01,0.007989,0.003984,0.01,0.001853,0.01,0.01,2.2e-05,0.008663,0.009126,-0.048016,0.01,0.008272,0.01,0.008447,0.01,-0.008719,-0.002933,0.009402,0.01,-0.004963,-0.012392,-0.008036,-0.007513,0.01,0.004443,-0.000597,0.00476,0.007584,0.006049,0.005912,0.00602,0.01,0.001701,-0.088517,0.008258,-0.004439,0.009743,0.01,0.01,0.01,0.007454,0.01,0.01,0.01,0.009866,-0.063038,0.006678,0.007791,0.00492,0.01,0.01,0.01,0.004418,-0.000101,0.01,0.008083,0.01,0.003891,0.01,0.01,-0.014318,-0.037389,-0.012571
2023-05-16,0.009198,0.01,-0.008218,0.01,0.01,0.01,-0.003368,-0.014401,-0.121805,0.01,0.01,0.008033,0.01,0.01,0.01,0.01,-0.002546,0.01,0.01,0.01,0.01,0.004555,0.01,-0.007101,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005376,-0.006776,-0.000847,0.01,0.01,0.01,0.0058,0.0051,0.005861,0.006384,0.006009,-0.010193,0.008386,0.01,0.005299,0.008504,-0.043721,-0.009829,0.004988,-0.011409,0.01,0.01,0.01,0.01,0.01,0.004744,0.01,0.01,-0.014985,0.001899,0.01,0.002829,0.01,0.01,-0.005082,0.01,0.000835,0.009566,0.01,0.003475,-0.011435,2.2e-05,0.01,0.01,0.006473,0.005904,-0.018551,-0.006458,0.01,0.006099,0.01,0.01,0.01,0.01,0.006876,0.01,0.01,0.01,-0.005852,0.01,0.01,0.01,0.01,0.007278,0.01,0.00909,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007841,0.01,0.01,0.009935,0.007874,-0.012879,0.01,0.01,0.01,0.008351,0.01,0.01,0.01,-0.012965,0.007796
2023-05-17,0.01,0.01,-0.008857,0.01,0.01,0.01,0.003142,0.006814,-0.049685,0.01,0.001831,0.01,0.008132,0.01,0.01,0.01,0.00269,0.01,0.01,0.01,0.01,0.001158,0.01,0.006649,-0.005915,0.01,0.01,0.009481,0.01,0.01,0.003511,0.001892,-0.001822,0.01,0.008464,0.01,0.01,0.004461,0.01,-0.000656,0.01,0.003984,0.01,0.009385,-0.00029,0.003263,0.01,-0.015392,-0.001448,0.004289,0.01,0.01,0.01,0.01,0.01,0.009456,-0.001546,0.01,0.01,0.004032,0.007962,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00425,0.009695,0.001701,-0.01676,0.01,0.01,0.00723,0.001621,0.01,-0.083771,-0.017949,0.01,0.000176,0.009025,0.008712,0.01,0.006196,0.01,0.008471,0.01,0.007509,0.000465,0.01,0.01,0.008778,0.01,0.007291,0.01,0.01,0.005203,0.01,0.01,0.01,0.01,0.007323,0.01,0.002292,0.01,0.01,0.01,0.01,-0.013348,0.01,0.004425,0.01,-1.5,0.01,0.007689,0.008581,-0.023106,0.008953
2023-05-18,0.01,0.01,-0.001091,0.01,0.01,0.01,0.000366,0.009153,-0.047878,0.008485,-0.003597,0.01,0.006332,0.006165,0.01,0.01,0.001719,0.01,0.01,0.01,0.01,0.009472,0.01,-0.001777,0.006374,0.009992,0.01,0.003741,0.01,0.01,0.01,-0.000827,0.0,0.01,0.003748,0.01,0.01,0.008342,0.01,-0.006341,0.005255,0.005135,0.008241,0.003981,-0.015774,0.005761,0.01,-0.053179,0.007768,0.007725,-0.052703,0.008781,0.01,-0.00153,0.004725,0.008001,0.003486,0.01,0.01,-0.001111,0.01,0.00936,-0.004365,0.01,0.005819,0.01,0.001471,0.005752,-0.002171,0.00295,0.01,-0.00445,0.004597,0.008526,0.01,-0.002531,0.003166,-0.008929,-0.021032,0.01,-0.009128,0.009958,-0.021464,0.003141,0.00813,0.000226,0.009225,0.01,0.006763,0.01,0.004205,0.01,0.01,0.01,0.01,0.01,0.008353,0.01,0.01,0.01,0.005359,0.01,0.006583,0.00596,0.005167,0.01,0.01,-0.002084,0.005596,0.01,-0.005153,0.01,0.008924,-0.027055,0.01,0.000242,0.006545,-0.034241,-0.014002
2023-05-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.064359,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.004939,0.01,0.01,0.01,0.01,0.01,0.005658,0.01,0.01,0.01,-0.002995,0.0,0.01,0.01,0.01,0.01,0.003815,0.00435,-0.000821,0.003412,0.01,0.007523,0.01,0.005199,0.009758,0.01,0.01,-0.009173,0.01,-0.048079,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.004061,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008946,0.01,0.01,0.01,0.01,0.01,-0.018395,0.01,-0.01868,0.004692,0.01,0.01,0.01,0.001812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009952,0.01,0.009549,0.01,0.01,0.01,0.01,0.006975,0.01,0.01,0.01,0.01,0.01,0.009931,0.01,0.01,0.01,-0.114452,0.002102
2023-05-20,0.01,0.01,-0.015104,0.01,0.01,0.01,0.01,0.01,-0.071367,0.01,0.01,0.007178,0.01,0.01,0.01,0.01,0.008822,0.01,0.01,0.01,0.009223,-0.007723,0.004407,0.01,0.01,0.01,0.01,0.004183,0.004589,0.01,0.01,-0.008185,0.0,0.01,0.01,0.007996,0.01,-0.000849,0.004844,0.00475,0.00299,-0.000176,0.009614,-0.004573,0.003273,0.008569,0.01,0.01,-0.000262,0.002171,-0.090528,0.01,0.01,0.01,0.01,0.002856,0.01,0.01,0.01,0.01,0.008273,0.01,0.01,0.01,0.007964,0.01,0.01,0.001784,0.01,0.003057,0.009099,0.01,0.004436,0.01,0.01,-0.006235,0.01,0.006047,0.002291,0.01,-0.000999,0.01,-0.005376,0.002602,0.01,0.005937,0.01,-0.005483,0.01,0.01,0.01,0.007908,0.004033,0.01,0.00779,0.01,0.01,0.01,0.01,0.01,0.009032,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.010474,0.01,0.01,0.01,0.01,0.006903,0.01,-0.069295,-0.016395
2023-05-21,0.01,0.01,-0.008382,0.01,0.00165,0.01,-0.051917,0.01,-0.086877,0.01,0.01,0.002962,0.001303,0.01,0.01,0.007608,0.01,0.01,0.01,0.01,-0.001897,0.001769,0.01,0.01,0.01,0.01,0.01,0.01,0.008922,0.01,0.01,-0.053197,0.0,0.01,0.01,0.01,0.01,0.005071,0.00836,0.002409,0.008277,0.002497,0.009011,-0.005934,-0.005422,0.01,0.009664,0.009086,0.01,0.005033,-0.093149,0.01,0.007622,0.01,0.01,-0.00519,0.01,0.005254,0.01,-0.000175,-0.003102,0.01,0.009347,0.01,0.000411,0.01,0.01,0.01,0.01,0.009479,0.01,0.003569,0.007342,0.01,0.01,-0.000546,0.01,0.00519,0.006268,0.01,0.003917,0.01,0.001227,0.01,0.01,0.007898,0.01,0.01,0.01,0.01,0.01,0.002049,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008994,-0.01664,0.01,0.01,0.01,0.007922,0.01,-0.094952,0.002928
2023-05-22,0.01,0.01,0.01,0.01,0.01,0.01,-0.007408,0.01,-0.087832,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00288,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.045002,0.0,0.01,-0.011545,0.01,0.01,0.00477,0.01,0.005407,0.01,0.009003,0.01,0.01,0.01,0.01,0.01,-0.022687,0.01,0.01,-0.044292,0.01,0.01,0.01,0.01,0.01,0.009731,0.01,0.01,0.006619,0.008883,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007216,0.01,-0.005702,0.00424,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.366142,0.002819
2023-05-23,0.01,0.01,0.01,0.01,0.004521,0.01,-0.016034,0.01,-0.264243,0.01,0.01,0.01,0.01,-0.048277,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005784,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.019805,0.000433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007379,0.01,0.01,0.01,0.01,0.01,0.01,-0.000856,0.01,-0.085001,0.01,0.01,0.004754,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.013118,0.00681,0.01,0.01,0.01,0.01,0.00958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007011,0.01,0.01,-0.150956,0.005249
2023-05-24,0.01,0.01,0.01,0.01,0.00585,0.01,0.01,0.01,-0.049148,0.01,0.01,0.008082,0.01,0.004079,0.0066,0.01,0.01,0.01,0.01,0.009525,0.005574,0.01,0.01,-0.009568,0.01,0.01,0.01,-0.007237,0.01,0.01,-0.002817,0.01,0.0,0.01,0.007695,0.01,0.01,0.004362,0.01,0.006298,0.01,0.004917,-0.007643,0.01,0.009944,0.01,0.006631,0.01,0.008658,0.003898,-0.054632,0.01,0.01,0.01,0.008366,0.01,0.01,0.008894,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00978,0.01,0.01,0.01,0.01,0.01,-0.02756,0.01,0.002216,0.01,0.006898,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.018266,0.01,0.01,0.01,0.01,0.01,-0.538163,0.01
2023-05-25,0.01,0.01,-0.008111,0.01,0.01,0.01,0.01,0.01,-0.05473,0.01,0.01,0.008085,0.01,0.00454,0.007005,0.000432,0.01,0.01,0.01,0.01,0.008597,0.005898,0.009819,0.004428,0.01,0.01,0.01,-0.006707,0.01,0.007958,0.01,0.004149,0.0,0.01,0.003565,0.01,0.01,0.01,0.01,0.006585,0.01,0.006605,-0.018937,-0.002526,0.009532,0.01,-0.016231,0.007957,-0.000148,0.000101,-0.009072,0.01,0.01,0.004709,0.01,0.01,0.01,0.009904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00912,0.008344,0.01,0.01,-0.003826,0.01,-0.05038,0.002586,0.01,0.007795,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000571,0.01,0.004009,0.01,0.01,0.01,0.01,0.01,0.01,0.008984,0.007426,0.01,0.003915,0.01,0.01,0.01,0.01,0.01,0.01,-0.075267,0.01,0.01,0.01,0.01,0.01,-0.722403,-0.000128
2023-05-26,0.01,0.01,0.004201,0.01,0.01,0.01,0.01,0.01,-0.034033,0.01,-0.067613,0.01,0.01,0.005017,0.01,0.01,0.009692,0.01,0.01,0.01,-0.002381,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.007814,0.0,0.01,0.008373,0.01,0.01,0.004953,0.01,0.01,0.01,0.003794,-0.008851,0.01,0.00856,0.01,0.01,0.005865,0.009775,0.008972,-0.051036,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.015796,0.01,-0.015425,-0.000601,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.07587,0.01,0.01,0.01,0.01,0.01,-0.06621,-0.009517
2023-05-27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.020543,0.01,0.006131,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.010957,0.0,0.01,0.007306,0.01,0.01,0.007362,0.01,0.01,0.01,-0.00323,-0.001519,0.01,0.01,0.01,0.01,0.007477,0.01,0.01,-0.056467,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.002981,0.01,0.003784,0.002705,0.01,0.01,0.01,0.01,-0.313134,-0.000666,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.015428,0.01,-0.052364,0.007367,0.01,0.01,0.01,0.01,-0.058931,0.01
2023-05-28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.026745,0.01,0.01,0.01,0.01,0.01,-0.001378,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.036581,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002481,0.002481,0.01,-0.003725,0.01,0.01,0.01,0.01,0.01,-0.029907,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.000401,0.01,0.002187,0.008819,0.01,0.01,0.01,0.01,-0.366798,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006966,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.041963,0.01,0.01,0.01,0.01,0.01,0.01,0.00349
2023-05-29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.033058,0.01,0.01,0.01,0.01,0.01,0.007353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.06211,0.018433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.0427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00217,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007065,0.01,0.007132,0.01,0.01,0.01,0.01,0.01,-0.377907,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.018059,0.01,0.01,0.01,0.01,0.001981
2023-05-30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.006036,0.01,0.01,0.01,0.01,0.01,0.006238,0.01,0.007216,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.060897,0.010472,0.01,0.01,0.01,0.01,0.003861,0.01,0.01,0.01,0.004386,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.095457,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.00536,0.01,0.01,0.01,0.01,-0.001365,0.01,0.01,0.01,0.01,0.01,-2.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007358,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.020827,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2023-05-31,0.01,0.01,0.01,0.01,-0.007089,0.01,0.01,0.009908,-0.051752,0.01,0.01,0.007972,0.01,0.01,0.007635,0.01,0.01,0.01,0.01,0.01,0.002299,0.007884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009013,-0.020697,0.0,0.01,0.01,0.01,0.01,0.009865,0.008509,0.01,0.01,0.004873,0.01,0.01,0.01,0.01,0.01,0.01,0.008089,0.01,-0.101869,0.01,0.01,0.01,0.006803,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00862,0.006642,0.01,0.01,0.01,0.005435,0.01,0.01,0.01,0.01,-0.014119,-0.281062,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.011893,0.01,-0.019219,0.01,-0.011969,0.01,0.01,0.01,0.003801,0.01,0.01,0.01,0.01,0.004395
